id	name
49664at40674	KIF2A
91279at40674	C3orf39
90838at40674	IQCE
191786at40674	C20orf196
36979at40674	MKLN1
140600at40674	ZNF787
152522at40674	OR7A10
150074at40674	MBIP
6241at40674	COL6A6
38686at40674	CCDC146
65374at40674	SCAF1
67959at40674	FAM193B
150755at40674	OR5D14
21371at40674	NOL6
159319at40674	CCDC3
134498at40674	ZFP92
199696at40674	TCTEX1D4
124539at40674	POU3F4
150988at40674	KRT13
103113at40674	MAP10
174563at40674	EDARADD
5413at40674	PDZD2
193533at40674	CRNN
195498at40674	PRG3
181276at40674	CD82
59516at40674	CHML
48835at40674	IPLA2(GAMMA)
172059at40674	BCL2L14
142199at40674	NEUROD2
65303at40674	CLHC1
177138at40674	MCL1
137561at40674	HEL164
196282at40674	MRPL41
46717at40674	PKD2L1
199385at40674	TIMM17A
107299at40674	SAV1
66973at40674	TBC1D17
99508at40674	SLC22A10
177795at40674	SYF2
11677at40674	BZRAP1
138486at40674	HLX
152713at40674	APTX
124317at40674	GIMAP2
118888at40674	HIF1AN
96560at40674	RBM14
139878at40674	DNAJB14
185470at40674	MND1
131727at40674	TMOD3
116718at40674	NCF1
150955at40674	GSG1L
99390at40674	ZDHHC6
72707at40674	GABRA1
151729at40674	HEL-S-129m
203657at40674	EIF4EBP1
179096at40674	RBMX2
159917at40674	NTHL1
29195at40674	SMG5
101530at40674	MAPK9
187410at40674	YBX1
152966at40674	NTF3
132485at40674	TAAR9
60538at40674	SRL
200896at40674	CD200R1L
122324at40674	AVPR1A
104741at40674	TGFB3
128643at40674	MGC3121
22808at40674	ZFP62
170604at40674	NFU1
197746at40674	CFC1B
116114at40674	BEND7
156650at40674	hRANKL 3
21612at40674	AHI1
72091at40674	CIZ1
153164at40674	HOXB13
116890at40674	ACOT2
38989at40674	FAM160B1
104258at40674	DCAF4L1
10645at40674	NHS
31025at40674	PYGM
170161at40674	CTRL
125644at40674	12-Sep
64572at40674	SLC44A1
106980at40674	LRRC24
108582at40674	ZSWIM1
15319at40674	KIAA1107
154467at40674	PSMB7
126787at40674	IL5RA
186966at40674	OCEL1
137872at40674	RBM23
104820at40674	NOP56
93752at40674	GFRA1
167442at40674	DKFZp564M2422
146635at40674	CALHM5
8009at40674	PREX1
172533at40674	CTSG
155909at40674	BUD23
93885at40674	ATG4C
113192at40674	DKFZp434G0310
144131at40674	CBR3
80005at40674	CACNB2
45260at40674	CCAR1
6503at40674	USF3
195508at40674	TLX1
149002at40674	SPSB2
189376at40674	TMEM52B
100066at40674	KCNV2
102450at40674	PTPN1
101282at40674	TLDC1
62474at40674	PEG10
40947at40674	BCAR3
27118at40674	MGEA5
112035at40674	KCNJ8
172409at40674	B9D2
42143at40674	PRKCB
99236at40674	PIP5KL1
191531at40674	RAB2
80134at40674	CAPS2
111593at40674	SOX8
140346at40674	TOR1A
65715at40674	CPT2
158354at40674	TSPAN14
120559at40674	CD96
208445at40674	CYYR1
158866at40674	MYZAP
119972at40674	RAD9B
97124at40674	CYP17A1
74396at40674	ARHGAP25
191457at40674	FKSG24
149089at40674	CCDC42
86252at40674	PKD2L2
171656at40674	STX2
186134at40674	RPS5
171169at40674	MADCAM1
41534at40674	RUSC1
157084at40674	OTX2
22575at40674	RECK
202148at40674	RNASE11
178172at40674	NQO2
141009at40674	BRMS1L
126592at40674	SLC35A5
100553at40674	MSS51
194942at40674	RBP2
101134at40674	SERPING1
25043at40674	TP53BP2
196791at40674	HEL-S-108
157051at40674	SCGN
17977at40674	PPFIA4
69561at40674	DKFZp686E12166
39544at40674	POSTN
132540at40674	NMNAT2
124633at40674	SLC14A1
8969at40674	ARID2
57907at40674	PABPC4
162159at40674	LHFPL4
65416at40674	EOGT
23803at40674	SMARCA5
210861at40674	GUCA2B
135938at40674	MTHFD2
92413at40674	MEF2C
39299at40674	GPHN
111473at40674	HCLS1
163124at40674	KCNIP1
105128at40674	C1GALT1
157333at40674	ATRAID
78201at40674	JRK
43081at40674	AP4B1
157322at40674	SPRY2
135140at40674	FAM69C
106148at40674	CADM2
191601at40674	C10orf62
210836at40674	S100B
142761at40674	OR6C3
147492at40674	ELOVL1
72114at40674	POLE2
123754at40674	ZPBP2
167031at40674	CCDC50
92744at40674	PRICKLE2
97893at40674	P2RX5
8194at40674	KDM5A
63974at40674	C6orf174
21260at40674	BTBD7
140882at40674	ELK4
62754at40674	TP73
113338at40674	DKFZp686H1812
35177at40674	IFT88
176485at40674	RHOC
202560at40674	TAX1BP3
24304at40674	LOXL3
189807at40674	CMTM2
165971at40674	KNSTRN
205703at40674	PRR23B
48100at40674	ADAM8
187885at40674	CBY3
121287at40674	GAS2L1
76490at40674	TRAFD1
16613at40674	NPHP4
21556at40674	MST1R
104522at40674	AAR2
28813at40674	KIF5A
35909at40674	EXOC6B
197026at40674	MRPS28
1681at40674	DMXL1
191220at40674	C6orf130
55898at40674	PROS1
199605at40674	LGALS16
92091at40674	CHRNB3
104068at40674	SERINC1
22993at40674	ZC3H7B
22481at40674	MTUS1
94355at40674	SIGLEC6
91691at40674	SCARA3
97479at40674	KYAT3
75501at40674	STAU2
66230at40674	HGS
195468at40674	TMEM196
141013at40674	OR10A5
166097at40674	ELP6
174852at40674	FAM109B
59640at40674	CKAP2L
168447at40674	THAP6
127404at40674	DNAJB11
48259at40674	DIEXF
21256at40674	SALL1
96175at40674	DVL1
90322at40674	RGS11
187583at40674	CCDC32
203832at40674	MPHOSPH6
96741at40674	TRMU
121858at40674	PPP6C
106916at40674	C7orf26
145534at40674	TMEM19
78489at40674	ANGPT1
162951at40674	SOWAHC
179649at40674	ELOVL6
69781at40674	PLD5
166937at40674	C3orf33
101656at40674	UGCG
28776at40674	ZNF268
131762at40674	FBXO5
197517at40674	C6orf47
98233at40674	C11orf95
198389at40674	CD3E
70026at40674	GPC6
50267at40674	LRFN2
133093at40674	EPHX4
166900at40674	CFAP299
66016at40674	MYCBPAP
178683at40674	EVI2A
21511at40674	KDM4A
91891at40674	PPEF1
5180at40674	DICER1
154414at40674	ADRM1
129894at40674	SH3GLB2
123330at40674	FAM102B
74265at40674	COG8
147137at40674	OR5AK2
158456at40674	CYC1
65448at40674	MIGA1
173316at40674	GPBAR1
1510at40674	DCHS2
40606at40674	SLITRK6
119137at40674	MRPS27
174337at40674	TIPIN
100942at40674	SMAD9
144613at40674	DND1
188098at40674	WRB
204086at40674	IL25
5739at40674	AGRN
104448at40674	PDK2
34980at40674	EML2
117386at40674	GPR52
92873at40674	ASIC5
93190at40674	FEZF2
105248at40674	GAS7
31521at40674	TSHZ2
24960at40674	CLEC16A
16853at40674	PC
182158at40674	CRYGA
212724at40674	C20orf141
95176at40674	RUNDC3A
110438at40674	RPP40
190465at40674	RLN1
208508at40674	NDUFA2
171864at40674	NPDC1
60288at40674	CEP85
191148at40674	CLEC2D
107382at40674	CDT1
118178at40674	ITLN1
108757at40674	LIPT1
145637at40674	TMEM45A
73421at40674	WDR34
133140at40674	WWTR1
13997at40674	PLEKHG1
147005at40674	OPRD1
47660at40674	PRMT5
31109at40674	RAPGEF3
111203at40674	MAPK13
180081at40674	DNAL1
189184at40674	CD68
113471at40674	NCK1
128153at40674	SYT5
119443at40674	ACTRT3
84830at40674	DKFZp686F1293
173451at40674	GIMAP6
172189at40674	PPP1R3E
139581at40674	MC4R
106414at40674	XKR3
12057at40674	PDS5A
12249at40674	KIAA0195
204890at40674	NANOS2
37640at40674	KIF18A
22553at40674	GLDC
26599at40674	ENPP2
117147at40674	GLCCI1
47351at40674	ANAPC5
66618at40674	RNF157
119258at40674	ARR3
164943at40674	NAP1L1
110097at40674	PDZD3
210731at40674	TMEM91
137835at40674	C20orf96
62912at40674	OATL1
134951at40674	BPIFB1
182632at40674	ERP29
71781at40674	JHY
114822at40674	SP6
96835at40674	SHTN1
80808at40674	P4HTM
29065at40674	ADAM12
183422at40674	MRPL58
167273at40674	DOLPP1
46969at40674	SCYL1
173355at40674	RAB6D
77350at40674	SOX13
182437at40674	PEMT
182759at40674	SSU72
151980at40674	FAM228B
163916at40674	SPIN4
146779at40674	CBX2
129227at40674	CTSS
39845at40674	ALPK3
24429at40674	FAM83H
73119at40674	IMPDH2
165755at40674	OSER1
210602at40674	VMA21
93902at40674	SNX17
140383at40674	TRAM1L1
151540at40674	UCHL3
126968at40674	B3GNT9
144331at40674	SLC25A34
192760at40674	FAM19A1
82248at40674	DNTT
132279at40674	TTPAL
196931at40674	CHMP6
78283at40674	DARS
109881at40674	BSDC1
202190at40674	MED11
75295at40674	SF4
92253at40674	ADC
179511at40674	NME6
92122at40674	UBXN7
68720at40674	POM121
94928at40674	CACNB4
93026at40674	SPRED2
146255at40674	DTX3
57888at40674	TCIRG1
94911at40674	TAF1A
19675at40674	ZFPM2
21108at40674	CEP170B
143643at40674	KRT78
177221at40674	BAG2
136699at40674	OR51I1
97931at40674	YTHDF1
209106at40674	QRFP
51966at40674	CCNT2
74589at40674	RIOX1
206713at40674	HIGD1A
103628at40674	SAMD7
85713at40674	UGT2B28
92649at40674	HEPACAM2
33604at40674	KIF5C
166645at40674	RAB26
83209at40674	ITPRIP
23112at40674	INPP4A
201858at40674	PAIP2B
79221at40674	RIOK3
5171at40674	CEP192
166679at40674	OR1J4
193161at40674	CNIH3
173799at40674	C17orf53
158196at40674	LAMP5
212160at40674	SERP1
66520at40674	DDX41
147577at40674	CACNG3
131490at40674	POU1F1
86254at40674	DKFZp686B0215
29691at40674	CARMIL2
10933at40674	JAG1
29706at40674	PDPR
158988at40674	NEIL2
120038at40674	C14orf28
54213at40674	CPSF3L
86794at40674	SHC3
4820at40674	OBSL1
144573at40674	NUBPL
107854at40674	SRPK2
79161at40674	ANO9
153694at40674	TOMM34
192607at40674	DMRTC1
175327at40674	PDCD10
180586at40674	SNRPA
59569at40674	DKFZp686J2031
154817at40674	NFATC2IP
140425at40674	TMPRSS5
200099at40674	RPL32
146293at40674	HDGFL2
137403at40674	NIT1
69355at40674	SHC4
149169at40674	ERI1
2841at40674	DKFZp686L2367
105936at40674	PSMC6
185265at40674	ARL2
116711at40674	CHST4
42833at40674	EPC1
80893at40674	WDR76
16097at40674	RTEL1
193249at40674	DNAJB2
186656at40674	RAP2C
146036at40674	SLC16A4
202492at40674	MRPL53
134554at40674	TSPAN12
130073at40674	PLEKHO2
175018at40674	PDGFB
155874at40674	ACER3
140663at40674	DKFZp686N2317
136040at40674	ATP1B3
74128at40674	ACVR1B
3243at40674	HIVEP2
79376at40674	YARS
190628at40674	GLIPR1
85747at40674	METTL25
156635at40674	XKR9
34687at40674	WDR64
164028at40674	TMUB2
122174at40674	CA10
170720at40674	RSL1D1
134331at40674	VDAC2
65194at40674	ZC3H4
166751at40674	C6orf62
152235at40674	CA4
108734at40674	C6orf146
75566at40674	SRP68
20862at40674	LRRIQ1
11548at40674	ATRNL1
199299at40674	TNFSF9
115861at40674	HPR
160169at40674	OLR1
120783at40674	GNAT1
155978at40674	MRM1
54909at40674	CEP128
23462at40674	SEC31B
58549at40674	TTLL12
191582at40674	MED22
203474at40674	MSGN1
162150at40674	NDUFAF6
200278at40674	SAYSD1
120767at40674	HMGCL
113296at40674	CYR61
14763at40674	POLR2B
189511at40674	TMEM251
39219at40674	ITIH4
166675at40674	ETV7
45714at40674	PTPRE
107204at40674	INCENP
121606at40674	EGLN1
128545at40674	DNAAF1
66479at40674	ZNF746
29810at40674	KIAA1024
106955at40674	FUT4
75980at40674	AGBL4
42909at40674	TGM1
66450at40674	BTD
21200at40674	RAPGEF1
209320at40674	DMAC1
122268at40674	PPID
182708at40674	SRI
130721at40674	NEK7
118517at40674	PELI1
186478at40674	CFAP97D1
48157at40674	ADRBK1
152079at40674	NUDT13
170575at40674	TMEM147
153528at40674	OR2W3
175990at40674	DTD1
184238at40674	CABCOCO1
70473at40674	ATP5MF-PTCD1
109257at40674	C12orf10
100137at40674	CRBN
29931at40674	PPP1R3A
90863at40674	ENO2
20470at40674	C22orf46
64674at40674	SLC5A2
173613at40674	IHH
73080at40674	GGT7
182013at40674	ARF6
73159at40674	TRAF6
108713at40674	SLC38A6
51606at40674	SMTNL2
175925at40674	RPL6
168874at40674	C1orf74
138110at40674	GRXCR1
80906at40674	KCNA4
170778at40674	NAA40
158118at40674	CCER1
125887at40674	ZDHHC14
103712at40674	OLFM2
202490at40674	RPL34
147796at40674	OR5AP2
159951at40674	RAD51D
12948at40674	COPA
102221at40674	BAG5
84768at40674	ARSB
85161at40674	SPAG6
46625at40674	BPGF-1
35684at40674	STON2
42784at40674	EPS15
2618at40674	AKAP9
96166at40674	KCNA5
36120at40674	CLCN2
25614at40674	ZC3H7A
120538at40674	SLC46A2
25607at40674	ASAP2
139176at40674	TSPYL5
160914at40674	OR2A4
195986at40674	TMEM119
162924at40674	SLC39A1
161882at40674	SH2D2A
33489at40674	GUCY2D
103303at40674	DKFZp313I0334
27282at40674	KANSL1L
186581at40674	MS4A7
166353at40674	CATSPER3
9036at40674	BAZ2B
88404at40674	EIF3E
211888at40674	HMGN3
1929at40674	ITPR1
124071at40674	ANKRD33B
129030at40674	CRHBP
108922at40674	DOK7
182845at40674	NUDT8
102965at40674	RTKN
123714at40674	FBXW12
94165at40674	ANGPTL3
50481at40674	POR
26595at40674	ATP13A4
160476at40674	NSMCE3
52424at40674	DKFZp686G01261
106837at40674	PARL
168734at40674	IL10RB
25903at40674	DSE
189149at40674	CCSAP
79160at40674	PLEKHA4
200119at40674	MCFD2
188146at40674	ZFAND3
55564at40674	ZFP90
98618at40674	KRI1
135132at40674	L3HYPDH
24507at40674	SEC24A
32905at40674	LRP12
76724at40674	NHSL2
57977at40674	DDX23
51771at40674	GIGYF2
155781at40674	DHRS7B
185546at40674	MIXL1
12107at40674	TOP2A
141740at40674	WDR73
119009at40674	SERPINB12
167053at40674	GPR139
167607at40674	C16orf71
111669at40674	MITA
113822at40674	HSDL2
185872at40674	OTX1
124368at40674	DRG2
189793at40674	JCHAIN
197584at40674	LENG1
82978at40674	PIGA
87573at40674	LOXL1
99360at40674	SAMD11
74681at40674	CPNE3
112335at40674	MTRF1
98351at40674	FAXC
117140at40674	MPHOSPH10
66814at40674	TTC12
121314at40674	GNB1
213798at40674	SMLR1
212933at40674	UCN3
141145at40674	UFD1
113255at40674	PPM1L
170168at40674	C1QTNF1
189487at40674	MGST3
123392at40674	INPP5K
47194at40674	TRIM42
46849at40674	CHD1L
150626at40674	HEL-S-41
153073at40674	FFAR2
172029at40674	CREG2
56785at40674	FLJ00225
73184at40674	WEE2
112721at40674	CSNK2A2
125499at40674	AS3MT
13423at40674	ATP10A
17967at40674	TDRD1
139914at40674	ETV3L
97653at40674	PUS3
16330at40674	ERBB4
132699at40674	NPY4R
123598at40674	COL3A1
32584at40674	LOC729800
197748at40674	PRRX1
171874at40674	C6orf118
10957at40674	CCDC180
180153at40674	MS4A15
199576at40674	NDUFB4
91633at40674	RUNDC1
115575at40674	NSDHL
32287at40674	ADGRD1
149468at40674	TAS2R5
108874at40674	UNC93A
144375at40674	EIF2S2
25347at40674	DGKK
211619at40674	TMEM159
108950at40674	CKB
107443at40674	PLEKHG7
121154at40674	GNB5
188277at40674	LSM12
1660at40674	COL12A1
134133at40674	OR10A3
148691at40674	ACOT8
64118at40674	HACL1
64623at40674	NDNF
209047at40674	UQCRQ
196954at40674	PARM1
195085at40674	HAND1
201154at40674	TCF24
109166at40674	FUCA1
210765at40674	AHSP
47876at40674	GGCX
62235at40674	CCDC175
74972at40674	ZNF639
181396at40674	UBE2B
195033at40674	TRAPPC2L
84858at40674	TTI2
92908at40674	DONSON
52702at40674	VPS51
154544at40674	FAM187B
109731at40674	STK26
18574at40674	MAN2A1
147987at40674	OR5I1
128768at40674	SLC25A28
147641at40674	MORN1
2682at40674	CNOT1
128315at40674	ART3
89324at40674	DMRT2
183151at40674	RAD51AP1
50359at40674	RHOBTB2
129648at40674	MORF4L1
15808at40674	BAZ1B
195013at40674	SDHD
79281at40674	OS9
181305at40674	PLAC8L1
136476at40674	GTF2H3
201691at40674	KRTAP27-1
1447at40674	HTT
173385at40674	YWHAG
94350at40674	TMEM161B
75401at40674	FGD3
55122at40674	AXIN1
191267at40674	CDKN2C
145999at40674	SPACA6
58857at40674	HSP90AB1
53227at40674	SUPV3L1
86369at40674	SENP3
166612at40674	PSMA4
187797at40674	ARL6IP5
135728at40674	PARD6A
20725at40674	SORCS2
156018at40674	PTAFR
158451at40674	OR8H2
6328at40674	DLEC1
140at40674	SYNE2
198679at40674	LEP
59508at40674	SIK2
197814at40674	NCBP2
63035at40674	RECQL
212641at40674	SEC61G
80456at40674	DKFZp686G24119
112514at40674	SYTL3
97335at40674	GTDC1
113751at40674	CSPG5
15426at40674	GOLGA3
143266at40674	MNAT1
203644at40674	PATE1
51862at40674	ELMO3
23699at40674	UPF1
142197at40674	FOXI1
10602at40674	DKFZp686O13216
190449at40674	TNFRSF17
186676at40674	CCDC184
144820at40674	APEX1
122454at40674	MKX
48353at40674	VPS52
211708at40674	HEL136
63995at40674	WDR93
119364at40674	TRIM22
43516at40674	PLPPR4
181954at40674	ATP5F1
158770at40674	MRPL15
71424at40674	LRFN3
207534at40674	FAM174B
101339at40674	POU6F1
109453at40674	ARHGAP1
180942at40674	ODAM
56041at40674	RASEF
130186at40674	ST3GAL1
87574at40674	SLC13A1
169382at40674	RHBDD1
54565at40674	C1S
14338at40674	APAF1
26736at40674	BICRAL
109876at40674	TESMIN
190350at40674	VAX2
202675at40674	LGALS2
170397at40674	AICDA
76414at40674	COL9A1
52331at40674	RAF1
85265at40674	SPIDR
181527at40674	DHFR2
143279at40674	TOR2A
21856at40674	ANO1
104008at40674	ACTL7B
17037at40674	DENND3
170380at40674	CHRNA10
206014at40674	IL1A
193468at40674	PBDC1
20103at40674	NFX1
202006at40674	SSX5
163962at40674	APOOL
161708at40674	GPS2
163842at40674	TWISTNB
102606at40674	ACTL6A
3363at40674	ADGRG4
69567at40674	RALGPS1
210550at40674	OXLD1
163004at40674	POU2AF1
49905at40674	SAMD4A
82626at40674	AD021
108411at40674	SYT11
98097at40674	ERCC8
55481at40674	PPP1R13L
2329at40674	LOC400499
149145at40674	SNRNP48
105556at40674	BPIFB3
166424at40674	NAXE
85041at40674	TMPRSS2
55818at40674	EPB41L5
131378at40674	ANGPTL7
34533at40674	NLRX1
211384at40674	AF1Q
160756at40674	NELFE
21919at40674	POLD1
35304at40674	ST14
195599at40674	ARPC5
94751at40674	UQCRC1
191574at40674	MCEE
168180at40674	CRISP3
111757at40674	BTNL8
47804at40674	SLC4A11
119061at40674	B3GALT1
15782at40674	RBP3
476at40674	DNAH5
152902at40674	DUOXA2
11904at40674	ZCCHC11
37563at40674	SLFN14
28053at40674	SFI1
174846at40674	PDGFA
79359at40674	HSPA14
24944at40674	SSC5D
195447at40674	C4orf19
142204at40674	KHDC3L
84401at40674	FOXO1
69962at40674	ACOXL
148752at40674	EIF3H
9941at40674	TOP2B
123576at40674	CCDC60
94970at40674	RNPC3
175797at40674	HOXA13
5949at40674	SCN10A
183629at40674	MRPL42
88549at40674	FKBP5
133346at40674	GYG1
81071at40674	ACCS
117325at40674	NOVA1
136783at40674	ADAT3
105379at40674	CMPK2
144831at40674	GPR171
163983at40674	COPS7A
104352at40674	ZNF213
51785at40674	TJP3
189029at40674	PTGES3
69306at40674	SNX18
120846at40674	CDC37
66994at40674	OCA2
208118at40674	TUSC2
28259at40674	CCDC40
199256at40674	CYTL1
103500at40674	LRRC42
45066at40674	PIK3R6
182955at40674	CEACAM19
69045at40674	PJA2
122115at40674	ATAT1
121794at40674	KRT39
165430at40674	SLC22A31
34626at40674	STARD8
158580at40674	FLJ14466
147668at40674	C11orf70
138272at40674	ASPHD1
77677at40674	TBCCD1
70961at40674	C12orf4
37973at40674	RASA2
207489at40674	MCRIP1
12345at40674	ZNF536
37188at40674	SMARCC1
151942at40674	GPN3
102014at40674	CYP2D6
22859at40674	RPRD2
122389at40674	GULP1
169286at40674	ANKRD23
127723at40674	TECTB
64394at40674	ANKS3
213743at40674	FXYD7
68967at40674	RNF220
211024at40674	LSM6
211025at40674	CXCL17
116050at40674	CYHR1
158009at40674	SCO1
7367at40674	MON2
24873at40674	MEIOC
15650at40674	KDM2A
187179at40674	THAP3
212081at40674	MRFAP1L1
63959at40674	ALDH4A1
34619at40674	PLA2G4E
114222at40674	MAP7D2
73103at40674	ZNF264
38676at40674	NAALADL2
31857at40674	CTNNA2
59484at40674	PARP12
170235at40674	CLDN20
164189at40674	SDR39U1
211426at40674	GNG13
189765at40674	UBE2D1
161454at40674	GOLPH3
133092at40674	TMOD1
127341at40674	WT1
145496at40674	OR51G2
72775at40674	TNS4
114597at40674	GNB3
196249at40674	MFAP2
53953at40674	NGLY1
117665at40674	CEP57
191907at40674	C6orf120
30266at40674	PARP
127321at40674	RHBG
117460at40674	SERPINA10
197458at40674	ARL10
120105at40674	UROD
68279at40674	PLCZ1
31516at40674	SNCAIP
1316at40674	FREM2
191892at40674	NDUFAF2
150314at40674	OR5M11
34131at40674	KIF23
53445at40674	TMEM245
165201at40674	TMEM106A
141967at40674	SLC29A2
130698at40674	RNF144A
69369at40674	LINS1
166338at40674	MAGEB4
149712at40674	ARMC1
100056at40674	CYP11A1
198661at40674	CKLF
72756at40674	ASDURF
118380at40674	BUB3
23485at40674	IPO8
61100at40674	TOP1MT
124660at40674	PROSER2
81369at40674	BCO2
139330at40674	LDB2
158502at40674	SLC52A2
206119at40674	NAA38
172568at40674	MRRF
99107at40674	ZFP1
174762at40674	TSPAN16
123689at40674	FOXH1
78924at40674	TBX18
36830at40674	CSPP1
152111at40674	WASF2
13910at40674	ARAP3
70649at40674	ATL1
60140at40674	KATNB1
195645at40674	CMTM6
138259at40674	CCR2
48018at40674	ARMC8
84026at40674	RPP21
195482at40674	PLLP
122819at40674	TMEM30A
14948at40674	KIAA0232
61646at40674	SPART
126875at40674	GPR78
203333at40674	C3orf18
45142at40674	RPS6KA4
80401at40674	CCDC170
120672at40674	GPR182
153692at40674	RDH11
133619at40674	CDK2
49225at40674	SCARF1
109301at40674	PPP2R5A
193958at40674	FAM72C
118514at40674	TMEM232
36733at40674	FKBP15
213522at40674	SNAPC5
114196at40674	C1orf124
28811at40674	HECTD3
203096at40674	NMS
134289at40674	TBRG1
148782at40674	C8orf76
155655at40674	DHRSX
178193at40674	SFTPA1
52640at40674	GAB2
35720at40674	MST1L
149757at40674	OR4A5
172696at40674	CLIC3
163200at40674	FAM155A
173536at40674	MIF4GD
211898at40674	GNG10
30636at40674	KDM7A
166349at40674	NAA30
87972at40674	SOAT2
47389at40674	DKFZp686P1551
122559at40674	TSEN2
211876at40674	KRTDAP
152113at40674	SRF
126813at40674	MAVS
19136at40674	PLCH2
153627at40674	PNMT
68729at40674	ARHGAP22
196724at40674	ZSWIM7
198422at40674	DYNLRB2
25504at40674	WRN
213481at40674	NDUFC1
154553at40674	PSTK
134739at40674	ESAM
213831at40674	APELA
189126at40674	PLD6
88605at40674	IL17RE
121983at40674	KCNA7
25503at40674	PLEKHG3
75252at40674	SLC22A2
52119at40674	PROM2
193618at40674	FKBP11
135521at40674	ANXA10
74596at40674	UNC93B1
13086at40674	ZFAT
26272at40674	TTF2
180767at40674	KLF1
187397at40674	CAPNS2
66454at40674	TTC39A
164412at40674	RILP
94507at40674	TSKS
167634at40674	GPX3
46234at40674	CFB
148408at40674	TEX9
71627at40674	TCTN1
99763at40674	D2HGDH
35254at40674	DDR2
200359at40674	SYCN
38511at40674	TTC7A
59092at40674	PKP3
206680at40674	KRTAP10-11
173888at40674	GRB2
184776at40674	CCDC189
57613at40674	DDHD1
142068at40674	OR52A1
194184at40674	GPR62
213343at40674	COX17
176173at40674	FIGNL2
173849at40674	RAB30
210866at40674	TMEM256
29527at40674	PIK3C3
145247at40674	OR5F1
201585at40674	DUX4
63889at40674	CABC1
155475at40674	BPGM
206579at40674	CSTA
197159at40674	COX4I2
